0,2329.4981270359604
1,2429.4242840545962
2,2934.0593527212864
3,2713.5543899222166
4,3041.0677220718667
5,2201.55987806735
6,2345.3612426633567
7,2064.4069300426067
8,2322.03963026939
9,2699.9260953836397
10,2235.0639990497666
11,2062.338608931967
12,2520.2118547488867
13,2682.0163566329766
14,2322.5498469745266
15,2088.7927699789266
16,2599.0756434388636
17,2257.2766497518264
18,2483.4085565974
19,2435.126070866137
20,2348.559425406767
21,3042.999725351883
22,2331.64664146159
23,2653.9425985036464
24,2811.0952352092568
25,2656.4211252692235
26,2226.09403928204
27,2147.55511779526
28,3133.74889115694
29,2502.6771378463
30,2244.343786457633
31,2244.343786457633
32,2233.426412780633
33,2438.33551514332
34,2111.2097681861032
35,2342.205569059933
36,2379.8519271405803
37,2683.6747527620832
38,2214.4652468592567
39,2474.92035495379
40,2394.737532586263
41,2394.90850491173
42,2426.08425073828
43,2828.756688868223
44,2709.2761045426937
45,2750.9753759687133
46,1887.5812616603932
47,2267.9170348393636
48,2424.09494733974
49,2268.3708079752337
50,2936.3722867539764
51,2292.9593210298035
52,2352.715300715617
53,2541.9144969061435
54,3062.4667522069667
55,2601.5874904450434
56,2383.6658362100834
57,2252.0950859101067
58,2517.1248519026667
59,2447.1598124687403
60,2352.645651733937
61,2588.7952227495302
62,2357.1204665086702
63,2313.3956247132737
64,2848.70434524564
65,3259.6120874037565
66,2364.0829051412366
67,1995.2605043572366
68,2540.1926471189504
69,2393.11968961094
70,2906.9058116884567
71,2476.3811061800466
72,2934.0593527212864
73,2471.2912792337133
74,2067.842246465537
75,2674.253056948623
76,2269.58662297562
77,2255.97634290615
78,2884.08837698279
79,2307.12683380203
80,2474.192469013063
81,2508.1085134416867
82,2541.9144969061435
83,2584.1726749089835
84,2699.1659815314765
85,2518.660706526053
86,2552.8939847504535
87,2359.8517914488034
88,2262.3591801645903
89,2229.5580953475633
90,2804.385149127093
91,2463.21097411332
92,2409.404212909193
93,2406.03981186917
94,2428.0885459679967
95,3026.6129704699833
96,3252.09697113668
97,2660.3402107657635
98,2458.387323110743
99,2475.3851104455134
100,2422.3725120778968
101,2580.6160988553397
102,2803.547993386663
103,2419.9596229093167
104,2636.5289206372568
105,2733.229116375907
106,2352.771457899393
107,2017.1772027484396
108,2694.5679500541332
109,2652.4567185406736
110,2064.063182889217
111,2570.64327505128
112,2788.6102862919965
113,2284.88597990997
114,2679.0964150196564
115,2842.288737084953
116,2036.59352285738
117,2561.93330535605
118,2515.1386009819234
119,2474.9977689744665
120,2577.6523795261533
121,2216.82790985524
122,2839.8049197145033
123,2384.3873100394067
124,2384.4435033109435
125,2650.6625122298765
126,2193.8801486285997
127,2329.90702266137
128,2267.971998832223
129,2332.3867701848067
130,2624.4764018476835
131,2170.8920125583168
132,2647.13086919507
133,2331.386331429743
134,2589.65555456097
135,2196.0931280493633
136,2580.6377757524165
137,2713.5543899222166
138,2537.153820021767
139,2146.49852898686
140,2275.6497255579234
141,1987.7118863563599
142,2514.1194233355895
143,3266.996840622853
144,2732.1267515364066
145,2524.46831383085
146,2601.5874904450434
147,2115.6324363612803
148,2075.967891351967
149,2495.36493133331
150,2362.6968229208433
151,2554.49381372352
152,2762.096432114083
153,2227.1246373809536
154,3000.0
155,2049.89023439355
156,2171.11218274073
157,2499.4556873147035
158,2428.421147907113
159,2147.43038161267
160,2536.9968997063065
161,2344.7167788393035
162,2729.5701278634297
163,2714.0099667966
164,2713.24753237884
165,2574.712498725517
166,2991.88953618382
167,1931.0043807095165
168,2677.809108584423
169,2366.7358289889166
170,2542.62054515851
171,2834.80062742345
172,2261.65173124194
173,2453.3327674004163
174,2337.7389883857163
175,2627.65437841616
176,2471.2912792337133
177,2288.450235806213
178,2567.5859289864234
179,2173.0194405521
180,2581.17792923137
181,2582.97075596567
182,2703.8797595273804
183,2529.374191479327
184,2250.671242291703
185,2476.021304285377
186,1812.6895107745634
187,2395.409276782517
188,2192.5044530753667
189,2846.683589998413
190,2610.655063005977
191,2360.2009534900367
192,2362.6968229208433
193,2724.2862870830163
194,2686.652865475993
195,2699.5307068200905
196,2533.866556263687
197,2684.5958165243533
198,2655.7660671731364
199,1887.5812616603932
200,2230.280376955823
201,2661.6844911739736
202,2312.4639569352566
203,2841.1618203525964
204,2534.4875175736165
205,2330.6495508992034
206,2158.023328724143
207,2749.249827754273
208,2380.1258400720703
209,2471.12861471896
210,2676.3967439825597
211,2518.660706526053
212,2217.5099771140367
213,2522.8538786044696
214,2930.1686804328638
215,2177.2002359702433
216,2489.1753870377433
217,2946.0237736085965
218,2618.42429708631
219,2506.284123302437
220,2231.0471116192066
221,2056.8872984527366
222,2241.5137971962567
223,2735.577597537333
224,2819.97883518557
225,2811.180865779463
226,1947.12093560799
227,2258.032261238543
228,2679.2614711332667
229,2431.60879406408
230,2443.8956322277168
231,2555.6825501265266
232,2639.1457168509264
233,2248.83436979075
234,2164.886462766043
235,2463.9833656190435
236,2906.9058116884567
237,2280.7128760444034
238,2031.5017416208566
239,3265.710913360473
240,2449.0656079564565
241,2666.34288924733
242,2175.9734395082664
243,2185.4372091381133
244,2623.8220455330998
245,2693.1902191747336
246,2631.447731323047
247,2818.378031914063
248,2500.4434779721137
249,3226.6689318621666
250,2804.385149127093
251,2161.7172679724667
252,2033.0779494080434
253,2717.0201103183535
254,2598.3178479738735
255,2577.8642880686366
256,3018.4898872882864
257,2486.8245342939167
258,2118.6212837037765
259,2217.8721132782766
260,2406.5208381616635
261,2385.857642428093
262,2779.940335677287
263,2507.1380152248366
264,3044.6413684652234
265,2644.936886054677
266,2688.88643522728
267,2260.76841812443
268,2501.53494659183
269,2509.6544932822667
270,2920.43775802424
271,2180.5766142072166
272,2162.487033623703
273,2777.3162437894935
274,2319.7001281645403
275,2297.4411679470236
276,2166.41919658802
277,2064.6697594696934
278,1955.3386944646334
279,2533.63966564626
280,2580.4750305405832
281,2434.77680267415
282,2474.9977689744665
283,2288.1524928875133
284,2744.5196271250065
285,2254.7861594309065
286,2096.52242460458
287,2532.7259918756868
288,2745.951064889057
289,2568.1697253373836
290,2604.24255179433
291,2449.6163567974704
292,2517.473721207723
293,2400.92190588614
294,2159.3487392271068
295,2668.0402350892764
296,2343.8445737430866
297,2613.7367560386733
298,2254.299343598837
299,2188.5756490786534
300,2518.47244576589
301,3071.28368376023
302,2479.3100609138332
303,2759.448094518273
304,2252.5553885953
305,2368.6502802369937
306,2460.2212406674967
307,2446.058335144117
308,2416.199273470433
309,2464.7024454147963
310,2273.1049568191934
311,2991.7899686518504
312,2899.3769655640267
313,2719.6667283995234
314,2163.84853157342
315,2513.54384686217
316,2964.5178502970134
317,2672.60320096139
318,2856.5481428325033
319,2193.0381229674
320,2410.853876235163
321,2675.305425800954
322,2472.79055186436
323,2818.518518518517
324,2701.800700587943
325,2473.1002937285034
326,2689.2367498914596
327,2472.3369939366767
328,2241.4136712375434
329,2542.1551980206336
330,2831.8887469547794
331,2243.9877308550635
332,2215.7708173245296
333,2815.8635586328933
334,2524.75758834162
335,2380.587646733863
336,2344.8873134976566
337,2373.44000039068
338,2350.21332303366
339,2234.712163407197
340,2006.08878486116
341,2343.844573743087
342,2662.1677407887732
343,2580.4750305405832
344,2347.6719186206965
345,2050.8258007511768
346,2109.1687857831466
347,2900.4946230323235
348,2321.38723496485
349,2412.9673946668368
350,3190.668816706653
351,2842.28680913789
352,2393.5961795318703
353,2875.4411085582797
354,2417.5187554736267
355,2417.74668947513
